stt,name,name (english),type,address,license no,issue date,phone,fax,website,email
3637,CÔNG TY TNHH PACOJI VINA,PACOJI VINA COMPANY LIMITED,International Travel,THÔN GIỚI ĐỨC,01-2224/2023/TCDL-GP LHQT,05/04/2023,944880282,,pacoji.com,pacojivina.phuong@gmail.com
3638,CÔNG TY TNHH PHÁT TRIỂN DỊCH VỤ DU LỊCH TA,TA DEVELOPMENT TRAVEL SERVICES COMPANY LIMITED,International Travel,SỐ 18 NGÕ 89 QUAN NHÂN,01-2226/2023/TCDL-GP LHQT,06/04/2023,378175838,,,tacompany2303@gmail.com
3640,CÔNG TY TNHH DU LỊCH IZITOUR,IZITOUR COMPANY LIMITED,International Travel,"R405 & R406 Tầng 4, Số 62 Đường Yên Phụ",01-2225/2023/CDLQGVN-GP LHQT,14/04/2025,024 3226 2180,,izitour.com,info@izitour.com
3641,CÔNG TY CỔ PHẦN TRAENCO QUỐC TẾ,INTERNATIONAL TRAENCO JOINT STOCK COMPANY,International Travel,"SỐ 15, NGÕ 251 PHỐ MAI DỊCH",01-2227/2023/TCDL-GP LHQT,07/04/2023,0915.517.080,,traencointernational.com.vn,traencoqt@gmail.com
3642,CÔNG TY TNHH DU LỊCH PHIÊU LƯU VIỆT NAM,AVENTURE VIETNAM TRAVEL COMPANY LIMITED,International Travel,"SỐ NHÀ C16, KHU X1, TỔ 1, ĐƯỜNG HUY DU",01-2229/2023/TCDL-GP LHQT,10/04/2023,2433678696,,aventure-vietnam.com,info@aventure-vietnam.com
3643,CÔNG TY TNHH DU LỊCH GOLF SANG TRỌNG VIỆT NAM,VIET NAM LUXURY GOLF TOURS COMPANY LIMITED,International Travel,SỐ 4/12 PHỐ NGUYỄN THỊ ĐỊNH,01-2231/2023/TCDL-GP LHQT,10/04/2023,2466847479,,vietnamluxurygolftours.com,booking@vietnamluxurygolftours.com
3644,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI ÉN VIỆT,EN VIET INVESTMENT AND TRADING JOINT STOCK COMPANY,International Travel,"SỐ NHÀ 18, NGÕ 1, PHỐ TÂY SƠN",01-2232/2023/TCDL-GP LHQT,10/04/2023,0988 677 188,,enviet-travel.com,enviettravel3010@gmail.com
3645,CÔNG TY CỔ PHẦN VIỆT FIVE STAR,VIET FIVE STAR JOINT STOCK COMPANY,International Travel,SỐ 11 NGÕ 214 ĐƯỜNG NGUYỄN XIỂN,01-2268/2023/TCDL-GP LHQT,11/04/2023,989909899,,,vietfivestar@gmail.com
3649,CÔNG TY TNHH MTV AUTOUR ASIA,AUTOUR ASIA MTV COMPANY LIMITED,International Travel,"SỐ NHÀ 57, NGÕ 191 ĐƯỜNG TRUNG VĂN",01-2234/2023/TCDL-GP LHQT,11/04/2023,971337708,,,info@autourasia.com
3652,CÔNG TY CỔ PHẦN DỊCH VỤ ĐIỂM ĐẾN GOLF VIỆT NAM,GOLF VIET NAM DESTINATION SERVICES JOINT STOCK COMPANY,International Travel,"SỐ 16, NGÁCH 22, NGÕ 183 HOÀNG VĂN THÁI",01-2235/2023/TCDL-GP LHQT,11/04/2023,944043556,,,vn.golfdestination@gmail.com
3654,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KIM NGỌC VÂN,KIM NGOC VAN TRADING SERVICE COMPANY LIMITED,International Travel,SỐ 139 NGHI TÀM,01-2238/2023/TCDL-GP LHQT,13/04/2023,024 7302 4567,,,ngoc.dinhbao@knvtravel.vn
3655,CÔNG TY TNHH VIETNAM EXPERIENCIAS LOCALES,VIETNAM EXPERIENCIAS LOCALES COMPANY LIMITED,International Travel,"SỐ 24, NGÁCH 604/35/16 NGỌC THỤY",01-2239/2023/TCDL-GP LHQT,13/04/2023,0766 001 055,,,locales.vn@gmail.com
3658,CÔNG TY TNHH DU LỊCH QUỐC TẾ VIỆT NAM ĐÔNG PHƯƠNG,ORIENTAL VIETNAM INTERNATIONAL TOURISM COMPANY LIMITED,International Travel,"PHÒNG SỐ 2310, TÒA C2, 119 TRẦN DUY HƯNG",01-2241/2023/TCDL-GP LHQT,19/04/2023,243.9956855,,orientaltours.vn,info@orientaltours.vn
3659,CÔNG TY TNHH DU LỊCH TRÂU VÀNG VIỆT NAM,,International Travel,"SỐ 19, NGÕ 69 VÂN ĐỒN",01-2242/2023/TCDL-GP LHQT,19/04/2023,097 321 2683,,,hoatranndvn@gmail.com
3660,CÔNG TY TNHH GREEN TRIP VIỆT NAM,GREEN TRIP VIET NAM COMPANY LIMITED,International Travel,"SỐ 24 LIỀN KỀ 3, KHU ĐÔ THỊ TÂN TÂY ĐÔ",01-2243/2023/TCDL-GP LHQT,19/04/2023,936154283,,,greentripvietnam@gmail.com
3661,CÔNG TY CỔ PHẦN DU LỊCH TÂN THẾ GIỚI,NEW WORLD TRAVEL JOINT STOCK COMPANY,International Travel,SỐ 10 NGUYỄN THƯỢNG HIỀN,01-2244/2023/TCDL-GP LHQT,19/04/2023,024 38446699,0243 8228678,neworldtravel.com.vn,thanhtungdangvn@gmail.com
3662,CÔNG TY TNHH MINH QUANG TRAVEL,MINH QUANG TRAVEL COMPANY LIMITED,International Travel,SỐ 35-37 PHỐ HÀNG QUẠT,01-2246/2023/TCDL-GP LHQT,23/10/2023,787590333,,,nguyendaithanh2019@gmail.com
3663,CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI QUỐC TẾ AIRLINEVN,AIRLINEVN INTERNATIONAL TOURISM AND TRADING COMPANY LIMITED,International Travel,"TẦNG 6 TÒA NHÀ AIRLINEVN SÂN BÓNG THẠCH LỖI, PHỐ THẠCH LỖI, XÃ THANH XUÂN, HUYỆN SÓC SƠN, THÀNH PHỐ HÀ NỘI",01-2247/2023/TCDL-GP LHQT,19/04/2023,096 2626 989,,,minhbieutran@gmail.com
3665,CÔNG TY TNHH DU LỊCH & THƯƠNG MẠI PHONG VÂN,PHONG VAN TRADING & TOURISM COMPANY LIMITED,International Travel,"SỐ NHÀ 2, NGÕ 4, ĐƯỜNG BỜ KÊ DƯỚI, THÔN THƯỢNG GIÁP, XÃ THỐNG NHẤT, HUYỆN THƯỜNG TÍN, THÀNH PHỐ HÀ NỘI",01-2249/2023/TCDL-GP LHQT,20/04/2023,901420188,,vnadventuretours.com,booking.vnadventuretours@gmail.com
3667,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ SPARKLINKS,SPARKLINKS SERVICE & TRADING COMPANY LIMITED,International Travel,"SỐ 8, 1/34/17 PHỐ PHAN ĐÌNH GIÓT",01-2251/2023/TCDL-GP LHQT,20/04/2023,2432000997,,sparklinkstravel.com,sparklinkstravel@gmail.com
3671,CÔNG TY TNHH DU LỊCH VÀ SỰ KIỆN AN VIỆT,AN VIET EVENT AND TOURISM COMPANY LIMITED,International Travel,"SỐ 51A, NGÕ 32 ĐƯỜNG BƯỞI",01-2254/2023/TCDL-GP LHQT,23/04/2023,2466522338,,anviettravel.net,info.anviettravelhn@gmail.com
3673,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DU LỊCH VIETCHILL,VIETCHILL TRADE AND TOURIST SERVICE COMPANY LIMITED,International Travel,"Tầng 2, Số 142 Phố Trung Kính",01-2256/2023/CDLQGVN-GP LHQT,12/05/2025,369243111,,vietchilltravel.com.vn,dh01.vietchilltravel@gmail.com
3674,CÔNG TY TNHH WIDER WORLD VIỆT NAM,WIDER WORLD VIET NAM COMPANY LIMITED,International Travel,"SỐ 20, DÃY D4",01-2257/2023/TCDL-GP LHQT,26/04/2023,0989.974.040,,,vdhieu09@gmail.com
3675,CÔNG TY CỔ PHẦN TẬP ĐOÀN TINGROUP,TINGROUP GROUP JOINT STOCK COMPANY,International Travel,,01-2233/2023/TCDL-GP LHQT,04/05/2023,868899199,,tintravel.net,tapdoantingroup@gmail.com
3677,CÔNG TY CỔ PHẦN EVER VIỆT NAM,EVER VIETNAM JOINT STOCK COMPANY,International Travel,"TẦNG 3, SỐ 86 PHỐ LINH LANG",01-2260/2023/TCDL-GP LHQT,05/05/2023,945086866,,,evervietnam2022@gmail.com
3678,CÔNG TY TNHH International Travel BẢN SẮC VIỆT NAM,VIETNAM AUTENTICO VIAJES INTERNATIONAL COMPANY LIMITED,International Travel,"SỐ 34, TDP SỐ 2, ĐƯỜNG YÊN BÌNH",01-2261/2023/TCDL-GP LHQT,24/07/2024,962725310,,vietnamautenticoviajes.com,info@vietnamautenticoviajes.com
3679,CÔNG TY TNHH TM&DL BAMBOO TOUR,BAMBOO TOUR TM&DL COMPANY LIMITED,International Travel,SỐ 6A NGÕ ĐÀO DUY TỪ,01-2262/2023/TCDL-GP LHQT,08/05/2023,362606283,,,bambootour07@gmail.com
3680,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN VÀ DU LỊCH ĐÔNG NAM Á,DONG NAM A TRAVEL - REAL ESTATE JOINT STOCK COMPANY,International Travel,SỐ 24 NGÕ 8 XÓM ĐẠI KHANG,01-2263/2023/TCDL-GP LHQT,08/05/2023,0968 874 056,,,info.namatravel@gmail.com
3681,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH LỬA HỒNG,LUA HONG TRAVEL AND TRADING COMPANY LIMITED,International Travel,"SỐ 7, NGÁCH 254/115, ĐƯỜNG MINH KHAI, TỔ 7",01-2264/2023/TCDL-GP LHQT,10/05/2023,912967705,,,luahong2007@gmail.com
3690,CÔNG TY CỔ PHẦN FTC HOÀNG LONG,FTC HOANG LONG JOINT STOCK COMPANY,International Travel,"SỐ 7, NGÕ 56 PHỐ PHÚ KIỀU, TỔ 13",01-2265/2023/TCDL-GP LHQT,12/05/2023,024 66885968,024 66885968,hoanglongtravel.vn,hoanglongtravel.info@gmail.com
3692,CÔNG TY CỔ PHẦN TẬP ĐOÀN SANG TRỌNG,LUX GROUP JOINT STOCK COMPANY,International Travel,SỐ 456 LẠC LONG QUÂN,01-2270/2023/TCDL-GP LHQT,23/05/2024,0243 927 4120,,luxgroup.vn,sales@luxgroup.vn
3693,CÔNG TY TNHH ĐẦU TƯ GOLDENWAY,GOLDENWAY INVESTMENT COMPANY LIMITED,International Travel,,01-2271/2023/TCDL-GP LHQT,12/05/2023,934022263,,,goldenwayconnection@gmail.com
3697,CÔNG TY CỔ PHẦN DV VÀ THƯƠNG MẠI NAM THÀNH,NAM THANH TRADING AND DV JOINT STOCK COMPANY,International Travel,"SỐ 3, NGÁCH 2, NGÕ 371, ĐƯỜNG KIM MÃ",01-2272/2023/TCDL-GP LHQT,18/05/2023,917433888,,atoztour.com.vn,namthanh.hanh@gmail.com
3698,CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI MAI HÀ,MAI HA TRAVEL AND COMMERCE COMPANY LIMITED,International Travel,"SỐ 2, DÃY 4 TỔ 12, ĐƯỜNG PHÙNG HƯNG",01-2275/2023/TCDL-GP LHQT,18/05/2023,982339555,,,mooitravel7877@gmail.com
3699,CÔNG TY TNHH DU LỊCH Á ÂU TRANG ĐẠT,A AU TRANG DAT TRAVEL COMPANY LIMITED,International Travel,SHOP 01S05 – TÒA S1.02 VINHOMES OCEAN PARK,01-2274/2023/TCDL-GP LHQT,18/05/2023,983954299,,,thanhdat99hn@gmail.com
3700,CÔNG TY CỔ PHẦN TOPAS DIGITAL,"TOPAS DIGITAL., JSC",International Travel,SỐ 15 PHỐ VẠN PHÚC,01-2276/2023/TCDL-GP LHQT,19/05/2023,0984.678.582,,,thoa.ngovan@gmail.com
3701,CÔNG TY TNHH DU LỊCH PAPAYA TRAVEL,PAPAYA TRAVEL TOURISM COMPANY LIMITED,International Travel,"SỐ 66 NGÕ NÚI TRÚC, PHỐ GIANG VĂN MINH",01-2277/2023/TCDL-GP LHQT,19/05/2023,988341885,,papayatraveltrm.com,papayatravel.trm@gmail.com
3703,CÔNG TY TNHH ADONIS BLUE,ADONIS BLUE COMPANY LIMITED,International Travel,"14-15A, TẦNG 7, TÒA NHÀ CHARMVIT, SỐ 117 TRẦN DUY HƯNG, PHƯỜNG TRUNG HÒA, QUẬN CẦU GIẤY, THÀNH PHỐ HÀ NỘI",01-2278/2023/TCDL-GP LHQT,22/05/2023,2433964472,,adonisblue.vn,info@adonisblue.vn
3711,CÔNG TY TNHH PHÁT TRIỂN DU LỊCH QUỐC TẾ HÒA BÌNH,HOA BINH INTERNATIONAL TOURISM DEVELOPMENT COMPANY LIMITED,International Travel,SỐ 26 NGÕ 89 PHỐ QUAN NHÂN,01-2283/2023/TCDL-GP LHQT,27/03/2024,867038272,,,lienhe@peacetravel.vn
3712,CÔNG TY CỔ PHẦN ĐẦU TƯ DU LỊCH SANJI,SANJI TRAVEL INVESTMENT JOINT STOCK COMPANY,International Travel,SỐ 22 PHỐ HOÀNG CẦU MỚI,01-2284/2023/TCDL-GP LHQT,25/05/2023,934468855,,,dungct@sanji.com.vn
3713,CÔNG TY CỔ PHẦN DỊCH VỤ DU LỊCH VÀ CUNG ỨNG NHÂN LỰC VIỆT NAM,VIET NAM TOURISM SERVICES AND HUMAN SUPPLY JOINT STOCK COMPANY,International Travel,"SỐ NHÀ 12, NGÕ 143 PHỐ NGUYỄN NGỌC VŨ",01-2286/2023/TCDL-GP LHQT,25/05/2023,978888110,,,tinhocngoainguvn@gmail.com
3715,CÔNG TY TNHH SUN SHINE VIỆT NAM,SUNSHINE VIET NAM COMPANY LIMITED,International Travel,SỐ 18 NGÕ 192 LÊ TRỌNG TẤN,01-2289/2023/TCDL-GP LHQT,25/05/2023,024 888 999 89,,,sunshineacc18@gmail.com
3716,CÔNG TY CỔ PHẦN INSPIRE TRAVEL,INSPIRE TRAVEL JOINT STOCK COMPANY,International Travel,"SỐ NHÀ 10, NGÕ 142 PHỐ NGUYỄN ĐÌNH HOÀN",01-2290/2023/TCDL-GP LHQT,25/05/2023,983008812,,inspiretraveljsc.com,cuongdc@inspiretraveljsc.com
3718,CÔNG TY TNHH QUỐC TẾ EVINA,EVINA INTERNATIONAL COMPANY LIMITED,International Travel,"SỐ 30, NGÕ 153, PHỐ Ô CÁCH",01-2292/2023/TCDL-GP LHQT,29/05/1982,0977 866 418,,,vanphongvisa@gmail.com
3719,CÔNG TY CỔ PHẦN DU LỊCH VIỆT NAM TƯỜNG AN,VIET NAM TUONG AN TOURISM JOINT STOCK COMPANY,International Travel,"TẦNG 3, TÒA NHÀ N01-T5 KHU NGOẠI GIAO ĐOÀN, ĐƯỜNG NGUYỄN VĂN HUYÊN, PHƯỜNG XUÂN TẢO, QUẬN BẮC TỪ LIÊM, THÀNH PHỐ HÀ NỘI",01-2293/2023/TCDL-GP LHQT,29/05/2023,915799933,,,phuonghpinvest@gmail.com
3720,CÔNG TY TNHH DỊCH VỤ VÀ DU LỊCH QUỐC TẾ HỒNG CHÂU,HONG CHAU INTERNATIONAL SERVICE AND TOURISM COMPANY LIMITED,International Travel,ĐỘI 1,01-2295/2023/TCDL-GP LHQT,29/05/2023,"0243.3838.333, 0969.666.245",,hongchautourist.com,hongchautourist@gmail.com
3721,CÔNG TY TNHH DOSANKO TRAVEL,DOSANKO TRAVEL LIMITED LIABILITY COMPANY,International Travel,"SỐ NHÀ 24, ĐƯỜNG BẮC TÂY ĐOÀI, XÓM THƯỢNG",01-2296/2023/TCDL-GP LHQT,29/05/2023,823002988,,,builethanhhieu@gmail.com
3722,CÔNG TY TNHH DU LỊCH VÀ DỊCH VỤ VIETNAMLAND,VIETNAMLAND TRAVEL,International Travel,"NHÀ 178 NGÕ 135, TỔ 12, ĐƯỜNG MẬU LƯƠNG",01-2297/2023/TCDL-GP LHQT,31/05/2023,962091569,,,vietnamlandexplore@gmail.com
3723,CÔNG TY CỔ PHẦN GIÁO DỤC VÀ TRUYỀN THÔNG HAPPY SMILE,HAPPY SMILE COMMUNICATIONS AND EDUCATION JOINT STOCK COMPANY,International Travel,"SỐ NHÀ 16, NGÕ 38/58/14 TỔ 36, CỤM 5 ĐƯỜNG XUÂN LA",01-2298/2023/TCDL-GP LHQT,13/06/2023,979132028,,,ntphuong0112@gmail.com
3725,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DU LỊCH KIM LIÊN,KIM LIEN TRAVEL AND INVESTMENT JOINT STOCK COMPANY,International Travel,SỐ 5 ĐÀO DUY ANH,01-2302/2023/TCDL-GP LHQT,01/06/2023,902105002,,,thanglongauto.ltd@gmail.com
3726,CÔNG TY TNHH DU LỊCH VÀ SỰ KIỆN BEVIVU VIỆT NAM,,International Travel,"SỐ 279C, PHỐ ĐỘI CẤN",01-2303/2023/TCDL-GP LHQT,01/06/2023,2477788988,,,bichvh@bevivu.com
3727,CÔNG TY TNHH DỊCH VỤ VÀ DU LỊCH VẺ ĐẸP VIỆT NAM,VIETNAM BEAUTY TRAVEL TOURISM AND SERVICE COMPANY LIMITED,International Travel,"SỐ NHÀ 9, NGÁCH 139 NGÕ 20, ĐƯỜNG PHÚ MINH",01-2304/2023/TCDL-GP LHQT,02/06/2023,985995043,,,info@vietnambeautytravel.com
3730,CÔNG TY TNHH THƯƠNG MẠI BẤT ĐỘNG SẢN VÀ DU LỊCH VJN,VJN REAL ESTATE TRADING AND TOURISM COMPANY LIMITED,International Travel,SỐ 75 PHỐ KHÂM THIÊN,01-2307/2023/TCDL-GP LHQT,29/06/2023,966043090,,,nhunglovevj@gmail.com
3731,CÔNG TY TNHH KỲ NGHỈ MEKONG,MEKONG VACATIONS COMPANY LIMITED,International Travel,THÔN VĂN LÔI,01-2308/2023/TCDL-GP LHQT,15/01/2025,941033530,,,Sophiavangco@gmail.com
3732,CÔNG TY TNHH DU LỊCH MỞ VIỆT NAM,VIET NAM OPEN TOUR COMPANY LIMITED,International Travel,"SỐ 20, NGÕ 71 ĐƯỜNG MỸ ĐÌNH",01-2310/2023/CDLQGVN-GP LHQT,14/04/2025,243.9262328,243.9262329,www.vietnamopentour.com.vn,info@vietnamopentour.com.vn
3738,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ DU LỊCH VUA RỒNG VIỆT NAM,DRAGON KING VIET NAM TRAVEL SERVICE AND TRADING JOINT STOCK COMPANY,International Travel,"SỐ NHÀ 39, NGÕ 318/88 PHỐ NGỌC TRÌ, PHƯỜNG THẠCH BÀN, QUẬN LONG BIÊN, THÀNH PHỐ HÀ NỘI, VIỆT NAM",01-2312/2023/TCDL-GP LHQT,07/06/2023,972350788,,,dragonkingtravel88@gmail.com
3742,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH TUỔI THANH XUÂN,FOREVER YOUNG TRAVEL AND TRADING COMPANY LIMITED,International Travel,"SỐ 28, LÔ 4, KHU ĐÔ THỊ ĐỀN LỪ 2, PHƯỜNG HOÀNG VĂN THỤ, QUẬN HOÀNG MAI, THÀNH PHỐ HÀ NỘI, VIỆT NAM",01-2317/2023/TCDL-GP LHQT,12/06/2023,962415998,,,Fytravel.sale1@gmail.com
3743,CÔNG TY TNHH TƯ VẤN GIÁO DỤC CLEVER KIDS,CLEVER KIDS EDUCATION CONSULTANT COMPANY LIMITED,International Travel,"SỐ 113-K80D, NGÕ 376, ĐƯỜNG BƯỞI, PHƯỜNG VĨNH PHÚC, QUẬN BA ĐÌNH, THÀNH PHỐ HÀ NỘI, VIỆT NAM",01-2316/2023/TCDL-GP LHQT,12/06/2023,971015822,,,ttcasieuquay@gmail.com
3746,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ DU LỊCH STRIDE,STRIDE TRADING SERVICES AND TOURISM COMPANY LIMITED,International Travel,"SỐ 6G, NGÁCH 37/27 PHỐ DỊCH VỌNG",01-2320/2023/TCDL-GP LHQT,13/06/2023,966734551,,vietnamstridetravel.com,info@vietnamstridetravel.com
3747,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DU LỊCH VIETWORLD,VIETWORLD TRAVEL SERVICE COMMERCE COMPANY LIMITED,International Travel,"SỐ NHÀ 12, NGÕ 218 ĐỘI CẤN",01-873/2016/TCDL-GP LHQT,28/09/2016,84.437.627.999,84.432.115.292,www.vietworldtravel.com,info@vietworldtravel.com
3748,CÔNG TY TNHH DU LỊCH SUN KOREA,SUN KOREA TRAVEL COMPANY LIMITED,International Travel,"TẦNG 1, TÒA NHÀ PVV-VINAPHARM SỐ 60B NGUYỄN HUY TƯỞNG, PHƯỜNG THANH XUÂN TRUNG, QUẬN THANH XUÂN, TP. HÀ NỘI, VIỆT NAM",01-2322/2023/TCDL-GP LHQT,14/06/2023,933606665,,,Go.SunKorea@gmail.com
3749,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH VIETTOURBLUE,VIETTOURBLUE TRADING AND TOURIST COMPANY LIMITED,International Travel,"SỐ NHÀ 26B, NGÕ 7, PHỐ THÁI HÀ",01-2323/2023/TCDL-GP LHQT,15/06/2023,439992734,,,viettourblue@gmail.com
3757,CÔNG TY TNHH ASIATHAI 360 TRAVEL,ASIATHAI 360 TRAVEL COMPANY LIMITED,International Travel,"TẦNG 7, TÒA NHÀ DIAMOND FLOWER, SỐ 48 ĐƯỜNG LÊ VĂN LƯƠNG, P. NHÂN CHÍNH, Q. THANH XUÂN, THÀNH PHỐ HÀ NỘI, VIỆT NAM",01-2325/2023/TCDL-GP LHQT,22/06/2023,943390202,,,trung@beyond360vn.com
3758,CÔNG TY TNHH DỊCH VỤ VÀ DU LỊCH TASS,TASS TRAVEL AND SERVICES COMPANY LIMITED,International Travel,SỐ NHÀ 15 NGÁCH 74/3 ĐƯỜNG TRƯỜNG CHINH,01-2326/2023/TCDL-GP LHQT,27/12/2024,0981064615/0913567079,,www.tass-travel.com,tasstravelvn@gmail.com
3759,CÔNG TY TNHH INDOCHINA TRAVEL GROUP,INDOCHINA TRAVEL GROUP COMPANY LIMITED,International Travel,SỐ 57 PHỐ HÀNG CHUỐI,01-2328/2023/TCDL-GP LHQT,18/10/2024,989636609,,,sales.indochinatravelgroup@gmail.com
3767,CÔNG TY TNHH MTV DU LỊCH FESTIVAL,FESTIVAL TRAVEL MTV COMPANY LIMITED,International Travel,04 CÔNG TRƯỜNG AN ĐÔNG,79-1395/2022/TCDL-GP LHQT,16/06/2022,971033116,,www.festivaltravel.vn,info@festivaltravel.vn
3768,CÔNG TY TNHH XÂY DỰNG VÀ DU LỊCH ĐẤT NAM,SOUTHERN LAND CONSTRUCTION AND TRAVEL COMPANY LIMITED,International Travel,"179/29 KHA VẠN CÂN, PHƯỜNG HIỆP BÌNH CHÁNH, THÀNH PHỐ THỦ ĐỨC, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-1396/2022/TCDL-GP LHQT,17/06/2022,028 6283 3985,,,datnam1412@gmail.com
3770,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DU LỊCH HỮU BẢO,HUU BAO TRAVEL SERVICE TRADING COMPANY LIMITED,International Travel,93C SƯƠNG NGUYỆT ÁNH,79-1398/2022/TCDL-GP LHQT,17/06/2022,028 6278 9565,,hf-travel.vn,info@hf-travel.vn
3771,CÔNG TY TNHH DỊCH VỤ DU LỊCH VÀ XÂY DỰNG AN HUY,AN HUY CONSTRUCTION AND TRAVEL SERVICE COMPANY LIMITED,International Travel,"149/53 BÙI VĂN NGỮ, KHU PHỐ 3",79-1399/2022/TCDL-GP LHQT,17/06/2022,028 77706 888,,www.anhuytravel.com,anhuy.cts@gmail.com
3772,CÔNG TY TNHH NC TRAVEL,NC TRAVEL COMPANY LIMITED,International Travel,32 LÃNH BINH THĂNG,79-1401/2022/TCDL-GP LHQT,21/06/2022,902464771,,nctravel.com.vn,infos.nctravel@gmail.com
3773,CÔNG TY TNHH DU LỊCH & SỰ KIỆN LONA TOUR,,International Travel,"SỐ 3 ĐƯỜNG 623D, PHƯỜNG PHƯỚC LONG B, THÀNH PHỐ THỦ ĐỨC, THÀNH PHỐ HỒ CHÍ MINH",79-1402/2022/TCDL-GP LHQT,21/06/2022,916387919,,www.lonatour.vn,loantourdulich@gmail.com
3774,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DU LỊCH NEXTTOURS,NEXTTOURS TOURISM SERVICES TRADING COMPANY LIMITED,International Travel,SỐ 10 CHU VĂN AN,79-1403/2022/TCDL-GP LHQT,21/06/2022,02838426140/ 0919708815,,www.nexttours.vn,info@nexttours.vn
3775,CÔNG TY CỔ PHẦN DỊCH VỤ DU LỊCH KHÁNH AN,KHANH AN TOURIST SERVICE JOINT STOCK COMPANY,International Travel,30 LÊ VĂN DUYỆT,79-1404/2022/TCDL-GP LHQT,22/06/2022,931610068,,khanhantravel.com.vn,info@khanhantravel.com.vn
3777,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ VNAIR,VNAIR TRADE & SERVICE COMPANY LIMITED,International Travel,454/6 AN DƯƠNG VƯƠNG,79-1406/2022/TCDL-GP LHQT,23/06/2022,839345515,,www.vnairts.com.vn,vnairts@hotmail.com
3779,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ANA TRAVEL,ANA TRAVEL SERVICE TRADING COMPANY LIMITED,International Travel,137 BẠCH ĐẰNG,79-1408/2022/TCDL-GP LHQT,27/06/2022,964112673,,,daonhu2903@gmail.com
3781,CÔNG TY TNHH KIẾN TRÚC THƯƠNG MẠI VÀ DU LỊCH ÉN VIỆT,EN VIET TOURIST AND TRADING ARCHITECTURE COMPANY LIMITED,International Travel,SỐ 58/28 PHAN VĂN TRỊ,79-1411/2022/TCDL-GP LHQT,29/06/2022,918020806,,www.enviettravel.com,envietravel@gmail.com
3782,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DU LỊCH ẤN TƯỢNG VIỆT,VIET IMPRESSION TRAVEL SERVICE TRADING COMPANY LIMITED,International Travel,538/107/10 ĐOÀN VĂN BƠ,79-1412/2022/TCDL-GP LHQT,25/07/2022,777934568,,,vitravel2022@gmail.com
3783,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HÀNH TRÌNH VIỆT,VIET JOURNEY TRADING SERVICE COMPANY LIMITED,International Travel,"TẦNG 5 TÒA NHÀ SONGDO, 62A PHẠM NGỌC THẠCH, PHƯỜNG VÕ THỊ SÁU, QUẬN 3, THÀNH PHỐ HỒ CHÍ MINH",79-1413/2022/TCDL-GP LHQT,30/06/2022,2838226329,,hanhtrinhviettourist.com,info@hanhtrinhviettourist.com
3784,CÔNG TY TNHH COCCO TRAVEL,COCCO TRAVEL COMPANY LIMITED,International Travel,"Phòng 2.17, Tầng 2, Khu I, Số 17-19-21 Nguyễn Văn Trỗi , Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",79-1414/2022/TCDL-GP LHQT,07/09/2023,388726728,,coccotravel.com,angelohuong@gmail.com
3785,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ ALLA GROUP,ALLA GROUP SERVICE TRADING JOINT STOCK COMPANY,International Travel,"2.14 LẦU 2 KHỐI A CHUNG CƯ CỤM III IV-KHU DÂN CƯ TRUNG SƠN 6,57HA-KHU 6A-KHU CHỨC NĂNG SỐ 6 ĐÔ THỊ MỚI NAM THÀNH PHỐ, ẤP 4B, XÃ BÌNH HƯNG, HUYỆN BÌNH CHÁNH, THÀNH PHỐ HỒ CHÍ MINH",79-1415/2022/TCDL-GP LHQT,04/07/2022,028 2253 5469,,,hoanganh@allagroup.com.vn
3786,CÔNG TY TNHH DỊCH VỤ DU LỊCH ĐẤT NƯỚC VIỆT,DANUVI SERVICES TOURIST CO.LTD,International Travel,1096A KHU PHỐ 3 ĐƯỜNG SỐ 4,79-1416/2022/TCDL-GP LHQT,04/07/2022,0283 897 1415,0283 914 3584,,datnuocvietsaigon@gmail.com
